Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
214,"PS Blagov","Adaptive and dark personality in the COVID-19 pandemic: Predicting health-behavior endorsement and the appeal of public-health messages",2021,"Social Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550620936439","https://scholar.google.com/scholar?cites=7978876649191132313&as_sdt=2005&sciodt=0,5&hl=en",1,"2023-09-25 12:09:22","","10.1177/1948550620936439","","",,,,,214,107.00,214,1,2,"Who embraces directions to socially distance, boost hygiene, and protect others during a pandemic of contagious respiratory disease? Do differently phrased public-health messages …","https://journals.sagepub.com/doi/full/10.1177/1948550620936439","https://scholar.google.com/scholar?q=related:mUyy3Qmqum4J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
175,"FJ Kachanoff, YE Bigman…","Measuring realistic and symbolic threats of COVID-19 and their unique impacts on well-being and adherence to public health behaviors",2021,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550620931634","https://scholar.google.com/scholar?cites=5329401173756593705&as_sdt=2005&sciodt=0,5&hl=en",2,"2023-09-25 12:09:22","","10.1177/1948550620931634","","",,,,,175,87.50,58,3,2,"COVID-19 threatens lives, livelihoods, and civic institutions. Although restrictive public health behaviors such as social distancing help manage its impact, these behaviors can …","https://journals.sagepub.com/doi/full/10.1177/1948550620931634","https://scholar.google.com/scholar?q=related:KcZPkyHW9UkJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
168,"R Imhoff, L Dieterle, P Lamberty","Resolving the puzzle of conspiracy worldview and political activism: Belief in secret plots decreases normative but increases nonnormative political engagement",2021,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619896491","https://scholar.google.com/scholar?cites=12771638605253379225&as_sdt=2005&sciodt=0,5&hl=en",3,"2023-09-25 12:09:22","","10.1177/1948550619896491","","",,,,,168,84.00,56,3,2,"It is a hitherto open and debated question whether the belief in conspiracies increases or attenuates the willingness to engage in political action. In the present article, we tested the …","https://journals.sagepub.com/doi/full/10.1177/1948550619896491","https://scholar.google.com/scholar?q=related:mQTL-aT5PbEJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
133,"N Modersitzki, LV Phan, N Kuper…","Who is impacted? Personality predicts individual differences in psychological consequences of the COVID-19 pandemic in Germany",2021,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550620952576","https://scholar.google.com/scholar?cites=9331848602049848350&as_sdt=2005&sciodt=0,5&hl=en",4,"2023-09-25 12:09:22","","10.1177/1948550620952576","","",,,,,133,66.50,33,4,2,"The COVID-19 pandemic has led to changes in people's private and public lives that are unprecedented in modern history. However, little is known about the differential …","https://journals.sagepub.com/doi/pdf/10.1177/1948550620952576","https://scholar.google.com/scholar?q=related:HiToftxigYEJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
105,"J Anglim, S Horwood","Effect of the COVID-19 pandemic and big five personality on subjective and psychological well-being",2021,"Social Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550620983047","https://scholar.google.com/scholar?cites=6102497850403004223&as_sdt=2005&sciodt=0,5&hl=en",5,"2023-09-25 12:09:22","","10.1177/1948550620983047","","",,,,,105,52.50,53,2,2,"The current study assessed the effect of the COVID-19 (coronavirus) pandemic on subjective well-being (SWB) and psychological well-being (PWB) and whether the pandemic …","https://journals.sagepub.com/doi/pdf/10.1177/1948550620983047","https://scholar.google.com/scholar?q=related:Px_bZ3ZtsFQJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
123,"K Cantarero, WAP Van Tilburg…","Affirming basic psychological needs promotes mental well-being during the COVID-19 outbreak",2021,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550620942708","https://scholar.google.com/scholar?cites=15075758177470628701&as_sdt=2005&sciodt=0,5&hl=en",6,"2023-09-25 12:09:22","","10.1177/1948550620942708","","",,,,,123,61.50,41,3,2,"We tested if challenges to basic psychological needs (BPN) for autonomy, competence, and relatedness during the COVID-19 pandemic undermine people's mental well-being …","https://journals.sagepub.com/doi/full/10.1177/1948550620942708","https://scholar.google.com/scholar?q=related:XcPTBzDaN9EJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
110,"J Dang, P Barker, A Baumert…","A multilab replication of the ego depletion effect",2021,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619887702","https://scholar.google.com/scholar?cites=2087832854049778853&as_sdt=2005&sciodt=0,5&hl=en",7,"2023-09-25 12:09:22","","10.1177/1948550619887702","","",,,,,110,55.00,28,4,2,"There is an active debate regarding whether the ego depletion effect is real. A recent preregistered experiment with the Stroop task as the depleting task and the antisaccade task …","https://journals.sagepub.com/doi/full/10.1177/1948550619887702","https://scholar.google.com/scholar?q=related:pewGQOt4-RwJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
87,"A Luttrell, RE Petty","Evaluations of self-focused versus other-focused arguments for social distancing: An extension of moral matching effects",2021,"… Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550620947853","https://scholar.google.com/scholar?cites=3781508907126337985&as_sdt=2005&sciodt=0,5&hl=en",8,"2023-09-25 12:09:22","","10.1177/1948550620947853","","",,,,,87,43.50,44,2,2,"The coronavirus pandemic has raised pressing questions about effective public health communication. Prior research has shown a persuasive advantage of arguments …","https://journals.sagepub.com/doi/full/10.1177/1948550620947853","https://scholar.google.com/scholar?q=related:wbE91FCeejQJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
87,"TK Hartman, TVA Stocks, R McKay…","The authoritarian dynamic during the COVID-19 pandemic: Effects on nationalism and anti-immigrant sentiment",2021,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550620978023","https://scholar.google.com/scholar?cites=11845778436077979336&as_sdt=2005&sciodt=0,5&hl=en",9,"2023-09-25 12:09:22","","10.1177/1948550620978023","","",,,,,87,43.50,22,4,2,"Research has demonstrated that situational factors such as perceived threats to the social order activate latent authoritarianism. The deadly COVID-19 pandemic presents a rare …","https://journals.sagepub.com/doi/pdf/10.1177/1948550620978023","https://scholar.google.com/scholar?q=related:yAZp2rmoZKQJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
81,"CT Ross, B Winterhalder…","Racial disparities in police use of deadly force against unarmed individuals persist after appropriately benchmarking shooting data on violent crime rates",2021,"… and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550620916071","https://scholar.google.com/scholar?cites=9316294079086504058&as_sdt=2005&sciodt=0,5&hl=en",10,"2023-09-25 12:09:22","","10.1177/1948550620916071","","",,,,,81,40.50,27,3,2,"Cesario et al. argue that benchmarking the relative counts of killings by police on relative crime rates, rather than relative population sizes, generates a measure of racial disparity in …","https://journals.sagepub.com/doi/full/10.1177/1948550620916071","https://scholar.google.com/scholar?q=related:eqgG5xogSoEJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
