Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
86,"OE Atherton, E Grijalva, BW Roberts…","Stability and change in personality traits and major life goals from college to midlife",2021,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220949362","https://scholar.google.com/scholar?cites=12133448292612431555&as_sdt=2005&sciodt=0,5&hl=en",1,"2023-09-25 16:08:00","","10.1177/0146167220949362","","",,,,,86,43.00,22,4,2,"The association between personality traits and motivational units, such as life goals, has been a long-standing interest of personality scientists. However, little research has …","https://psyarxiv.com/ekn5p/download?format=pdf","https://scholar.google.com/scholar?q=related:w967te-qYqgJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
62,"A Sorokowska, S Saluja, P Sorokowski…","Affective interpersonal touch in close relationships: A cross-cultural perspective",2021,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220988373","https://scholar.google.com/scholar?cites=1499568439262727790&as_sdt=2005&sciodt=0,5&hl=en",2,"2023-09-25 16:08:00","","10.1177/0146167220988373","","",,,,,62,31.00,16,4,2,"Interpersonal touch behavior differs across cultures, yet no study to date has systematically tested for cultural variation in affective touch, nor examined the factors that might account for …","https://pure.mpg.de/rest/items/item_3288987/component/file_3352750/content","https://scholar.google.com/scholar?q=related:bk6k6oyJzxQJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
59,"E Bruneau, B Hameiri…","Intergroup contact reduces dehumanization and meta-dehumanization: Cross-sectional, longitudinal, and quasi-experimental evidence from 16 samples in five …",2021,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220949004","https://scholar.google.com/scholar?cites=2614318631990197723&as_sdt=2005&sciodt=0,5&hl=en",3,"2023-09-25 16:08:00","","10.1177/0146167220949004","","",,,,,59,29.50,20,3,2,"In 16 independent samples from five countries involving~ 7,700 participants, we employ a mixture of cross-sectional, longitudinal, and quasi-experimental methods to examine the …","https://pcnl.asc.upenn.edu/wp-content/uploads/2020/09/2020.Bruneau.Intergroup-Contact-Reduces-Dehumanization-and-Meta-Dehumanization-Cross-Sectional-Longitudinal-and-Quasi-Experimental-Evidence-From-16-Samples-in-Five-Countries.pdf","https://scholar.google.com/scholar?q=related:2_11zfHsRyQJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
73,"S Chen, KR Binning, KJ Manke…","Am I a science person? A strong science identity bolsters minority students' sense of belonging and performance in college",2021,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220936480","https://scholar.google.com/scholar?cites=17554173053310909689&as_sdt=2005&sciodt=0,5&hl=en",4,"2023-09-25 16:08:00","","10.1177/0146167220936480","","",,,,,73,36.50,18,4,2,"Identifying as a “science person” is predictive of science success, but the mechanisms involved are not well-understood. We hypothesized that science identity predicts success …","https://journals.sagepub.com/doi/full/10.1177/0146167220936480","https://scholar.google.com/scholar?q=related:-bxU0GLznPMJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
58,"IN Onyeador, NM Daumeyer…","Disrupting beliefs in racial progress: Reminders of persistent racism alter perceptions of past, but not current, racial economic equality",2021,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220942625","https://scholar.google.com/scholar?cites=12538810688024639282&as_sdt=2005&sciodt=0,5&hl=en",5,"2023-09-25 16:08:00","","10.1177/0146167220942625","","",,,,,58,29.00,19,3,2,"Although there has been limited progress toward economic equality between Americans over the past half-century, many Americans are largely unaware of the persistence of …","https://journals.sagepub.com/doi/full/10.1177/0146167220942625","https://scholar.google.com/scholar?q=related:MneUJePNAq4J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
52,"F Uenal, R Bergh, J Sidanius, A Zick…","The nature of Islamophobia: A test of a tripartite view in five countries",2021,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220922643","https://scholar.google.com/scholar?cites=452782868139205484&as_sdt=2005&sciodt=0,5&hl=en",6,"2023-09-25 16:08:00","","10.1177/0146167220922643","","",,,,,52,26.00,10,5,2,"This article provides an examination of the structure of Islamophobia across cultures. Our novel measure—the Tripartite Islamophobia Scale (TIS)—embeds three theoretically and …","https://journals.sagepub.com/doi/pdf/10.1177/0146167220922643","https://scholar.google.com/scholar?q=related:bOPRn56bSAYJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
42,"EJ Boothby, VK Bohns","Why a simple act of kindness is not as simple as it seems: Underestimating the positive impact of our compliments on others",2021,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220949003","https://scholar.google.com/scholar?cites=7094816181094732054&as_sdt=2005&sciodt=0,5&hl=en",7,"2023-09-25 16:08:00","","10.1177/0146167220949003","","",,,,,42,21.00,21,2,2,"A simple compliment can make someone's day, start a new friendship, or just make the world a better, kinder place. So, why don't people give more compliments? Perhaps people …","https://ecommons.cornell.edu/bitstream/handle/1813/111285/Bohns27_SimpleActofKindess.pdf?sequence=3","https://scholar.google.com/scholar?q=related:FlHYDLrZdWIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
51,"D Ren, ED Wesselmann…","Seeking solitude after being ostracized: A replication and beyond",2021,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220928238","https://scholar.google.com/scholar?cites=14961332341043834103&as_sdt=2005&sciodt=0,5&hl=en",8,"2023-09-25 16:08:00","","10.1177/0146167220928238","","",,,,,51,25.50,17,3,2,"Individuals may respond to ostracism by either behaving prosocially or antisocially. A recent paper provides evidence for a third response: solitude seeking, suggesting that ostracized …","https://journals.sagepub.com/doi/pdf/10.1177/0146167220928238","https://scholar.google.com/scholar?q=related:9yx74n5Uoc8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
45,"K Bernecker, D Becker","Beyond self-control: Mechanisms of hedonic goal pursuit and its relevance for well-being",2021,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220941998","https://scholar.google.com/scholar?cites=18024774845976721963&as_sdt=2005&sciodt=0,5&hl=en",9,"2023-09-25 16:08:00","","10.1177/0146167220941998","","",,,,,45,22.50,23,2,2,"Self-control helps to align behavior with long-term goals (eg, exercising to stay fit) and shield it from conflicting hedonic goals (eg, relaxing). Decades of research have shown that self …","","https://scholar.google.com/scholar?q=related:K7rWGjndJPoJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
44,"Y Park, EA Impett, G MacDonald","Singles' sexual satisfaction is associated with more satisfaction with singlehood and less interest in marriage",2021,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220942361","https://scholar.google.com/scholar?cites=9634589789228288231&as_sdt=2005&sciodt=0,5&hl=en",10,"2023-09-25 16:08:00","","10.1177/0146167220942361","","",,,,,44,22.00,15,3,2,"Despite the worldwide increase in single-person households, little research has examined what factors contribute to a satisfying single life. We used three data sets (N= 3,890) to …","https://midus.wisc.edu/findings/pdfs/2165.pdf","https://scholar.google.com/scholar?q=related:58iO913wtIUJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
