Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
829,"M Chmielewski, SC Kucker","An MTurk crisis? Shifts in data quality and the impact on study results",2020,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619875149","https://scholar.google.com/scholar?cites=2493610239394988855&as_sdt=2005&sciodt=0,5&hl=en",1,"2023-09-25 12:38:51","","10.1177/1948550619875149","","",,,,,829,276.33,415,2,3,"Amazon's Mechanical Turk (MTurk) is arguably one of the most important research tools of the past decade. The ability to rapidly collect large amounts of high-quality human subjects …","","https://scholar.google.com/scholar?q=related:N0NqD00VmyIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
651,"R Imhoff, P Lamberty","A bioweapon or a hoax? The link between distinct conspiracy beliefs about the coronavirus disease (COVID-19) outbreak and pandemic behavior",2020,"Social Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550620934692","https://scholar.google.com/scholar?cites=11141824290378091595&as_sdt=2005&sciodt=0,5&hl=en",2,"2023-09-25 12:38:51","","10.1177/1948550620934692","","",,,,,651,217.00,326,2,3,"During the coronavirus disease pandemic rising in 2020, governments and nongovernmental organizations across the globe have taken great efforts to curb the …","https://journals.sagepub.com/doi/full/10.1177/1948550620934692?footnotes=1&text=A","https://scholar.google.com/scholar?q=related:SwzOASm2n5oJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
479,"DP Calvillo, BJ Ross, RJB Garcia…","Political ideology predicts perceptions of the threat of COVID-19 (and susceptibility to fake news about it)",2020,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550620940539","https://scholar.google.com/scholar?cites=15839674369306390530&as_sdt=2005&sciodt=0,5&hl=en",3,"2023-09-25 12:38:51","","10.1177/1948550620940539","","",,,,,479,159.67,120,4,3,"The present research examined the relationship between political ideology and perceptions of the threat of COVID-19. Due to Republican leadership's initial downplaying of COVID-19 …","https://journals.sagepub.com/doi/full/10.1177/1948550620940539","https://scholar.google.com/scholar?q=related:AvBdrOrT0dsJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
154,"BK Cheon, I Melani, Y Hong","How USA-centric is psychology? An archival study of implicit assumptions of generalizability of findings to human nature based on origins of study samples",2020,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550620927269","https://scholar.google.com/scholar?cites=11770944896809614481&as_sdt=2005&sciodt=0,5&hl=en",4,"2023-09-25 12:38:51","","10.1177/1948550620927269","","",,,,,154,51.33,51,3,3,"Conclusions about human behavior are primarily based upon observations from western, educated, industrialized, rich, and democratic (WEIRD) samples, especially from the United …","","https://scholar.google.com/scholar?q=related:kbwIvQTMWqMJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
137,"EA Canning, J LaCosse, KM Kroeper…","Feeling like an imposter: The effect of perceived classroom competition on the daily psychological experiences of first-generation college students",2020,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619882032","https://scholar.google.com/scholar?cites=5756169916185925097&as_sdt=2005&sciodt=0,5&hl=en",5,"2023-09-25 12:38:51","","10.1177/1948550619882032","","",,,,,137,45.67,34,4,3,"Many college students intend to pursue science, technology, engineering, and math (STEM) careers but quickly abandon these goals when confronted with notoriously competitive …","https://journals.sagepub.com/doi/full/10.1177/1948550619882032","https://scholar.google.com/scholar?q=related:6VUNkQoG4k8J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
136,"J Hoover, G Portillo-Wightman, L Yeh…","Moral foundations twitter corpus: A collection of 35k tweets annotated for moral sentiment",2020,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619876629","https://scholar.google.com/scholar?cites=10488445788448734288&as_sdt=2005&sciodt=0,5&hl=en",6,"2023-09-25 12:38:51","","10.1177/1948550619876629","","",,,,,136,45.33,34,4,3,"Research has shown that accounting for moral sentiment in natural language can yield insight into a variety of on-and off-line phenomena such as message diffusion, protest …","https://journals.sagepub.com/doi/pdf/10.1177/1948550619876629","https://scholar.google.com/scholar?q=related:ULxt2t9xjpEJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
90,"BA O'Shea, DG Watson, GDA Brown…","Infectious disease prevalence, not race exposure, predicts both implicit and explicit racial prejudice across the United States",2020,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619862319","https://scholar.google.com/scholar?cites=15569608757800771350&as_sdt=2005&sciodt=0,5&hl=en",7,"2023-09-25 12:38:51","","10.1177/1948550619862319","","",,,,,90,30.00,23,4,3,"What factors increase racial prejudice? Across the United States, increased exposure to Black Americans has been hypothesized to increase White Americans' prejudicial attitudes …","https://wrap.warwick.ac.uk/117576/1/WRAP-infectious-disease-prevalence-race-predicts-racial-2019.pdf","https://scholar.google.com/scholar?q=related:Fp-GhKxcEtgJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
83,"SN Jarvis, JA Okonofua","School deferred: When bias affects school leaders",2020,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619875150","https://scholar.google.com/scholar?cites=5943843948378495710&as_sdt=2005&sciodt=0,5&hl=en",8,"2023-09-25 12:38:51","","10.1177/1948550619875150","","",,,,,83,27.67,42,2,3,"In the classroom, Black students are disciplined more frequently and more severely for the same misbehaviors as White students. Though teachers have influence over disciplinary …","https://edens.berkeley.edu/PDF/Jarvis%20&%20Okonofua%202020.pdf","https://scholar.google.com/scholar?q=related:3pp0R5TGfFIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
97,"T Wingen, JB Berkessel…","No replication, no trust? How low replicability influences trust in psychology",2020,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619877412","https://scholar.google.com/scholar?cites=17531171506053025847&as_sdt=2005&sciodt=0,5&hl=en",9,"2023-09-25 12:38:51","","10.1177/1948550619877412","","",,,,,97,32.33,32,3,3,"In the current psychological debate, low replicability of psychological findings is a central topic. While the discussion about the replication crisis has a huge impact on psychological …","https://osf.io/4ukq5/download","https://scholar.google.com/scholar?q=related:N5C9wpk7S_MJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
98,"ML Bettinsoli, A Suppes…","Predictors of attitudes toward gay men and lesbian women in 23 countries",2020,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619887785","https://scholar.google.com/scholar?cites=4597012787907592593&as_sdt=2005&sciodt=0,5&hl=en",10,"2023-09-25 12:38:51","","10.1177/1948550619887785","","",,,,,98,32.67,33,3,3,"Dominant accounts of sexual prejudice posit that negative attitudes toward nonheterosexual individuals are stronger for male (vs. female) targets, higher among men (vs. women), and …","http://www.suarakita.org/wp-content/uploads/2020/01/Predictors-of-Attitudes-Toward-Gay-Men-and-Lesbian-Women-in-23-Countries.pdf","https://scholar.google.com/scholar?q=related:kQEpS8beyz8J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
91,"JL Burnette, CL Hoyt, VM Russell…","A growth mind-set intervention improves interest but not academic performance in the field of computer science",2020,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619841631","https://scholar.google.com/scholar?cites=8868088141841848103&as_sdt=2005&sciodt=0,5&hl=en",11,"2023-09-25 12:38:51","","10.1177/1948550619841631","","",,,,,91,30.33,23,4,3,"We investigated whether a growth mindset intervention could be leveraged to promote performance and interest in computer science, through what mechanisms it might do so, and …","https://journals.sagepub.com/doi/full/10.1177/1948550619841631","https://scholar.google.com/scholar?q=related:J1dWCy7HEXsJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
