Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
210,"R Sussman, R Gifford","Causality in the theory of planned behavior",2019,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218801363","https://scholar.google.com/scholar?cites=8028902262338536682&as_sdt=2005&sciodt=0,5&hl=en",1,"2023-09-25 15:13:49","","10.1177/0146167218801363","","",,,,,210,52.50,105,2,4,"The theory of planned behavior proposes that behavior is predicted by behavioral intention which is, in turn, predicted by three base components: attitudes toward the behavior …","https://web.uvic.ca/~esplab/sites/default/files/2019%20Reuven%20causality.pdf","https://scholar.google.com/scholar?q=related:6sQEkxFkbG8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
183,"IM Wang, JM Ackerman","The infectiousness of crowds: Crowding experiences are amplified by pathogen threats",2019,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218780735","https://scholar.google.com/scholar?cites=4155476023654717711&as_sdt=2005&sciodt=0,5&hl=en",2,"2023-09-25 15:13:49","","10.1177/0146167218780735","","",,,,,183,45.75,92,2,4,"People sometimes perceive social environments as unpleasantly crowded. Previous work has linked these experiences to incidental factors such as being hungry or hot and to the …","https://journals.sagepub.com/doi/full/10.1177/0146167218780735","https://scholar.google.com/scholar?q=related:D5mXRm03qzkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
147,"L Celeste, G Baysu, K Phalet…","Can school diversity policies reduce belonging and achievement gaps between minority and majority youth? Multiculturalism, colorblindness, and assimilationism …",2019,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219838577","https://scholar.google.com/scholar?cites=11073240118995600773&as_sdt=2005&sciodt=0,5&hl=en",3,"2023-09-25 15:13:49","","10.1177/0146167219838577","","",,,,,147,36.75,37,4,4,"European societies and schools face the challenge of accommodating immigrant minorities from increasingly diverse cultural backgrounds. In view of significant belonging and …","https://core.ac.uk/download/pdf/195281080.pdf","https://scholar.google.com/scholar?q=related:hUVWPTgNrJkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
132,"CA Anderson, JJ Allen, C Plante…","The MTurkification of social and personality psychology",2019,"… psychology bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218798821","https://scholar.google.com/scholar?cites=1974543239150885558&as_sdt=2005&sciodt=0,5&hl=en",4,"2023-09-25 15:13:49","","10.1177/0146167218798821","","",,,,,132,33.00,33,4,4,"The potential role of brief online studies in changing the types of research and theories likely to evolve is examined in the context of earlier changes in theory and methods in social and …","http://www.craiganderson.org/wp-content/uploads/caa/abstracts/2015-2019/19A-Mturk.pdf","https://scholar.google.com/scholar?q=related:tto8S538ZhsJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
131,"LC Heu, M van Zomeren…","Lonely alone or lonely together? A cultural-psychological examination of individualism–collectivism and loneliness in five European countries",2019,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218796793","https://scholar.google.com/scholar?cites=16860663401366209163&as_sdt=2005&sciodt=0,5&hl=en",5,"2023-09-25 15:13:49","","10.1177/0146167218796793","","",,,,,131,32.75,44,3,4,"Average levels of loneliness have been suggested to differ between collectivistic and individualistic countries. However, we know little about how individual-level collectivism (ie …","https://journals.sagepub.com/doi/full/10.1177/0146167218796793","https://scholar.google.com/scholar?q=related:i8LcKwgc_ekJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
116,"SJ Heintzelman, LA King","Routines and meaning in life",2019,"Personality and social psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218795133","https://scholar.google.com/scholar?cites=8844320619127521501&as_sdt=2005&sciodt=0,5&hl=en",6,"2023-09-25 15:13:49","","10.1177/0146167218795133","","",,,,,116,29.00,58,2,4,"Previous research links the experience of meaning in life (MIL) with environmental structure and the coherence of external stimuli. The current studies directly test the association …","https://journals.sagepub.com/doi/full/10.1177/0146167218795133","https://scholar.google.com/scholar?q=related:3UDCbr5WvXoJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
110,"G Pennycook, DG Rand","Cognitive reflection and the 2016 US Presidential election",2019,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218783192","https://scholar.google.com/scholar?cites=18176725323652589907&as_sdt=2005&sciodt=0,5&hl=en",7,"2023-09-25 15:13:49","","10.1177/0146167218783192","","",,,,,110,27.50,55,2,4,"We present a large exploratory study (N= 15,001) investigating the relationship between cognitive reflection and political affiliation, ideology, and voting in the 2016 Presidential …","https://journals.sagepub.com/doi/pdf/10.1177/0146167218783192","https://scholar.google.com/scholar?q=related:U-kooGCzQPwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
99,"SK Nelson-Coffey, M Killingsworth…","Parenthood is associated with greater well-being for fathers than mothers",2019,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219829174","https://scholar.google.com/scholar?cites=15191687539646107730&as_sdt=2005&sciodt=0,5&hl=en",8,"2023-09-25 15:13:49","","10.1177/0146167219829174","","",,,,,99,24.75,33,3,4,"The experiences of mothers and fathers are different in ways that could affect their well-being. Yet few studies have comprehensively examined gender differences in parents' well …","https://escholarship.org/content/qt553757mx/qt553757mx.pdf","https://scholar.google.com/scholar?q=related:UpBVC1S309IJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
93,"DS Chester, CN DeWall…","Sadism and aggressive behavior: Inflicting pain to feel pleasure",2019,"… social psychology bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218816327","https://scholar.google.com/scholar?cites=4778007920350894468&as_sdt=2005&sciodt=0,5&hl=en",9,"2023-09-25 15:13:49","","10.1177/0146167218816327","","",,,,,93,23.25,31,3,4,"Sadism is a “dark” trait that involves the experience of pleasure from others' pain, yet much is unknown about its link to aggression. Across eight studies (total N= 2,255), sadism predicted …","https://psyarxiv.com/cvgkb/download?format=pdf","https://scholar.google.com/scholar?q=related:hJmEeuPkTkIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
93,"A Suppes, JL Napier…","The palliative effects of system justification on the health and happiness of lesbian, gay, bisexual, and transgender individuals",2019,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218785156","https://scholar.google.com/scholar?cites=6910460387168667000&as_sdt=2005&sciodt=0,5&hl=en",10,"2023-09-25 15:13:49","","10.1177/0146167218785156","","",,,,,93,23.25,31,3,4,"Across three studies, we examine the correlates of subjective well-being and mental and physical health among members of a historically disadvantaged group, namely, lesbian …","https://dspace.library.uu.nl/bitstream/handle/1874/380372/0146167218785156.pdf?sequence=1","https://scholar.google.com/scholar?q=related:eMWY4xvj5l8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
