Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
175,"G Pennycook, J McPhetres, B Bago…","Beliefs about COVID-19 in Canada, the United Kingdom, and the United States: A novel test of political polarization and motivated reasoning",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672211023652","https://scholar.google.com/scholar?cites=3099649289794022051&as_sdt=2005&sciodt=0,5&hl=en",1,"2023-09-25 16:30:57","","10.1177/01461672211023652","","",,,,,175,175.00,44,4,1,"What are the psychological consequences of the increasingly politicized nature of the COVID-19 pandemic in the United States relative to similar Western countries? In a two …","https://journals.sagepub.com/doi/pdf/10.1177/01461672211023652","https://scholar.google.com/scholar?q=related:o-p2PpsqBCsJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
36,"KJ McClanahan, JK Maner…","Two ways to stay at the top: Prestige and dominance are both viable strategies for gaining and maintaining social rank over time",2022,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672211042319","https://scholar.google.com/scholar?cites=2395836686189784534&as_sdt=2005&sciodt=0,5&hl=en",2,"2023-09-25 16:30:57","","10.1177/01461672211042319","","",,,,,36,36.00,12,3,1,"The dual-strategies theory of social rank proposes that both dominance and prestige are effective strategies for gaining social rank (ie, the capacity for influence) in groups. However …","https://www.kaylenemcclanahan.com/s/McClanahan-Maner-Cheng-2021-Personality-and-Social-Psychology-Bulletin-Two-Ways-to-Stay-at-the-Top-P.pdf","https://scholar.google.com/scholar?q=related:1u0wvMW4PyEJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
44,"SM Bowes, TH Costello, C Lee…","Stepping outside the echo chamber: Is intellectual humility associated with less political myside bias?",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167221997619","https://scholar.google.com/scholar?cites=898937440054693393&as_sdt=2005&sciodt=0,5&hl=en",3,"2023-09-25 16:30:57","","10.1177/0146167221997619","","",,,,,44,44.00,11,4,1,"In recent years, an upsurge of polarization has been a salient feature of political discourse in America. A small but growing body of research has examined the potential relevance of …","https://journals.sagepub.com/doi/pdf/10.1177/0146167221997619","https://scholar.google.com/scholar?q=related:EU7CxdaqeQwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
14,"T Talhelm, CS Lee, AS English…","How rice fights pandemics: Nature–crop–human interactions shaped COVID-19 outcomes",2022,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221107209","https://scholar.google.com/scholar?cites=6744967932311841725&as_sdt=2005&sciodt=0,5&hl=en",4,"2023-09-25 16:30:57","","10.1177/01461672221107209","","",,,,,14,14.00,4,4,1,"Wealthy nations led health preparedness rankings in 2019, yet many poor nations controlled COVID-19 better. We argue that a history of rice farming explains why some societies did …","https://www.zbw.eu/econis-archiv/bitstream/11159/527608/1/EBP089916646_0.pdf","https://scholar.google.com/scholar?q=related:vSvZGpnwml0J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
13,"V Capraro, T Celadin","“I think this news is accurate”: Endorsing accuracy decreases the sharing of fake news and increases the sharing of real news",2022,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221117691","https://scholar.google.com/scholar?cites=498868652235121588&as_sdt=2005&sciodt=0,5&hl=en",5,"2023-09-25 16:30:57","","10.1177/01461672221117691","","",,,,,13,13.00,7,2,1,"Accuracy prompts, nudges that make accuracy salient, typically decrease the sharing of fake news, while having little effect on real news. Here, we introduce a new accuracy prompt that …","https://journals.sagepub.com/doi/pdf/10.1177/01461672221117691","https://scholar.google.com/scholar?q=related:tGMNZmVW7AYJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
27,"B Singh, C Mellinger, HA Earls, J Tran…","Does cross-race contact improve cross-race face perception? A meta-analysis of the cross-race deficit and contact",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672211024463","https://scholar.google.com/scholar?cites=12312316517736582520&as_sdt=2005&sciodt=0,5&hl=en",6,"2023-09-25 16:30:57","","10.1177/01461672211024463","","",,,,,27,27.00,5,5,1,"Contact with racial outgroups is thought to reduce the cross-race recognition deficit (CRD), the tendency for people to recognize same-race (ie, ingroup) faces more accurately than …","https://par.nsf.gov/servlets/purl/10256897","https://scholar.google.com/scholar?q=related:eA3dsaMi3qoJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
28,"CR Kaiser, TL Dover, P Small, G Xia…","Diversity initiatives and white Americans' perceptions of racial victimhood",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672211030391","https://scholar.google.com/scholar?cites=8306079226138183830&as_sdt=2005&sciodt=0,5&hl=en",7,"2023-09-25 16:30:57","","10.1177/01461672211030391","","",,,,,28,28.00,6,5,1,"Seven experiments explore whether organizational diversity initiatives heighten White Americans' concerns about the respect and value afforded toward their racial group and …","https://journals.sagepub.com/doi/pdf/10.1177/01461672211030391","https://scholar.google.com/scholar?q=related:lsg3dgwfRXMJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
24,"K Peters, J Jetten, P Tanjitpiyanond…","The language of inequality: Evidence economic inequality increases wealth category salience",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672211036627","https://scholar.google.com/scholar?cites=5243250873786103875&as_sdt=2005&sciodt=0,5&hl=en",8,"2023-09-25 16:30:57","","10.1177/01461672211036627","","",,,,,24,24.00,6,4,1,"There is evidence that in more economically unequal societies, social relations are more strained. We argue that this may reflect the tendency for wealth to become a more fitting lens …","https://journals.sagepub.com/doi/pdf/10.1177/01461672211036627","https://scholar.google.com/scholar?q=related:Q_hGyOPEw0gJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
16,"XL Hou, N Becker, TQ Hu, M Koch…","Do grittier people have greater subjective well-being? A meta-analysis",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672211053453","https://scholar.google.com/scholar?cites=5739028359016090073&as_sdt=2005&sciodt=0,5&hl=en",9,"2023-09-25 16:30:57","","10.1177/01461672211053453","","",,,,,16,16.00,3,5,1,"The present study conducted a meta-analysis to examine the relation between grit and subjective well-being (SWB). The association between grit (ie, overall grit, perseverance of …","https://www.researchgate.net/profile/Nicolas-Becker/publication/356441753_Do_Grittier_People_Have_Greater_Subjective_Well-Being_A_Meta-Analysis/links/619cda4607be5f31b7ad3e78/Do-Grittier-People-Have-Greater-Subjective-Well-Being-A-Meta-Analysis.pdf","https://scholar.google.com/scholar?q=related:2QkMx-IfpU8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
26,"N Mahadevan, C Jordan","Desperately seeking status: How desires for, and perceived attainment of, status and inclusion relate to grandiose and vulnerable narcissism",2022,"… and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672211021189","https://scholar.google.com/scholar?cites=10705680190778282835&as_sdt=2005&sciodt=0,5&hl=en",10,"2023-09-25 16:30:57","","10.1177/01461672211021189","","",,,,,26,26.00,13,2,1,"The desire for social status is theorized as being central to narcissism; however, research to date has focused exclusively on grandiose narcissism. We examined how desires for, and …","https://journals.sagepub.com/doi/pdf/10.1177/01461672211021189","https://scholar.google.com/scholar?q=related:U5NGkmk3kpQJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
