Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
276,"U Orth, DA Clark, MB Donnellan…","Testing prospective effects in longitudinal research: Comparing seven competing cross-lagged models.",2021,"… of personality and social …","psycnet.apa.org","https://psycnet.apa.org/record/2020-54836-001","https://scholar.google.com/scholar?cites=3582836041308714840&as_sdt=2005&sciodt=0,5&hl=en",1,"2023-08-22 17:35:37","","","","",,,,,276,138.00,69,4,2,"In virtually all areas of psychology, the question of whether a particular construct has a prospective effect on another is of fundamental importance. For decades, the cross-lagged …","https://psycnet.apa.org/journals/psp/120/4/1013.pdf","https://scholar.google.com/scholar?q=related:WDesmmXKuDEJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
109,"M Rossignac-Milon, N Bolger, KS Zee…","Merged minds: Generalized shared reality in dyadic relationships.",2021,"Journal of Personality …","psycnet.apa.org","https://psycnet.apa.org/journals/psp/120/4/882/","https://scholar.google.com/scholar?cites=1499554702336679303&as_sdt=2005&sciodt=0,5&hl=en",2,"2023-08-22 17:35:37","","","","",,,,,109,54.50,27,4,2,"Many everyday conversations, whether between close partners or strangers interacting for the first time, are about the world external to their relationship, such as music, food, or …","https://www.ericaboothby.com/s/Merged-Minds.pdf","https://scholar.google.com/scholar?q=related:h10Lig59zxQJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
126,"M Luhmann, I Fassbender, M Alcock…","A dimensional taxonomy of perceived characteristics of major life events.",2021,"… and Social Psychology","psycnet.apa.org","https://psycnet.apa.org/journals/psp/121/3/633/","https://scholar.google.com/scholar?cites=8157116388691657075&as_sdt=2005&sciodt=0,5&hl=en",3,"2023-08-22 17:35:37","","","","",,,,,126,63.00,32,4,2,"Major life events (MLEs) are studied in many different areas in psychology such as personality development, clinical psychology, or posttraumatic growth. In all of these areas …","https://psyarxiv.com/yx5pk/download?format=pdf","https://scholar.google.com/scholar?q=related:c8F7IyPmM3EJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
71,"S Pfattheicher, LB Lazarević, EC Westgate…","On the relation of boredom and sadistic aggression.",2021,"Journal of Personality …","psycnet.apa.org","https://psycnet.apa.org/journals/psp/121/3/573/","https://scholar.google.com/scholar?cites=15684014478154144408&as_sdt=2005&sciodt=0,5&hl=en",4,"2023-08-22 17:35:37","","","","",,,,,71,35.50,18,4,2,"What gives rise to sadism? While sadistic behavior (ie, harming others for pleasure) is well-documented, past empirical research is nearly silent regarding the psychological factors …","https://osf.io/r67xg/download","https://scholar.google.com/scholar?q=related:mBp2BhLQqNkJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
55,"Y Bai, J Ocampo, G Jin, S Chen…","Awe, daily stress, and elevated life satisfaction.",2021,"… personality and social …","psycnet.apa.org","https://psycnet.apa.org/record/2021-29486-001","https://scholar.google.com/scholar?cites=621826701694367465&as_sdt=2005&sciodt=0,5&hl=en",5,"2023-08-22 17:35:37","","","","",,,,,55,27.50,11,5,2,"It is widely assumed that experiences of awe transform the meaning of daily stresses. Across six studies we tested whether and how the experience of awe is associated with reduced …","","https://scholar.google.com/scholar?q=related:6XZYMhcsoQgJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
84,"T Cruwys, KH Greenaway, LJ Ferris…","When trust goes wrong: A social identity model of risk taking.",2021,"Journal of Personality …","psycnet.apa.org","https://psycnet.apa.org/journals/psp/120/1/57/","https://scholar.google.com/scholar?cites=2625218070834442692&as_sdt=2005&sciodt=0,5&hl=en",6,"2023-08-22 17:35:37","","","","",,,,,84,42.00,21,4,2,"Risk taking is typically viewed through a lens of individual deficits (eg, impulsivity) or normative influence (eg, peer pressure). An unexplored possibility is that shared group …","https://osf.io/5fwre/download","https://scholar.google.com/scholar?q=related:xPEFKu2lbiQJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
35,"NP Camp, R Voigt, D Jurafsky…","The thin blue waveform: Racial disparities in officer prosody undermine institutional trust in the police.",2021,"… of Personality and Social …","psycnet.apa.org","https://psycnet.apa.org/record/2021-62865-001","https://scholar.google.com/scholar?cites=16874741952402032960&as_sdt=2005&sciodt=0,5&hl=en",7,"2023-08-22 17:35:37","","","","",,,,,35,17.50,9,4,2,"How do routine police encounters build or undermine community trust, and how might they contribute to racial gaps in citizen perceptions of the police? Procedural justice theory posits …","https://sparq.stanford.edu/sites/g/files/sbiybj19021/files/media/file/camp_et_al._2021.-_the_thin_blue_waveform.pdf","https://scholar.google.com/scholar?q=related:QAlORWYgL-oJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
64,"F Manzi, ME Heilman","Breaking the glass ceiling: For one and all?",2021,"… of personality and social psychology","psycnet.apa.org","https://psycnet.apa.org/journals/psp/120/2/257/","https://scholar.google.com/scholar?cites=15804651694626710380&as_sdt=2005&sciodt=0,5&hl=en",8,"2023-08-22 17:35:37","","","","",,,,,64,32.00,32,2,2,"The current research challenges the assumption that the presence of women in leadership positions will automatically “break the glass ceiling” for other women. We contend that it is …","https://www.francesca-manzi.com/wp-content/uploads/2021/02/Manzi-Heilman-2020-Breaking-the-glass-ceiling_For-one-and-all.pdf","https://scholar.google.com/scholar?q=related:bCMAyfpmVdsJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
36,"C Wrzus, G Luong, GG Wagner…","Longitudinal coupling of momentary stress reactivity and trait neuroticism: Specificity of states, traits, and age period.",2021,"… of personality and social …","psycnet.apa.org","https://psycnet.apa.org/record/2021-68317-001","https://scholar.google.com/scholar?cites=7149223680648637452&as_sdt=2005&sciodt=0,5&hl=en",9,"2023-08-22 17:35:37","","","","",,,,,36,18.00,9,4,2,"Personality traits like neuroticism show both continuity and change across adolescence and adulthood, with most pronounced changes occurring in young adulthood. It has been …","https://pure.mpg.de/rest/items/item_3337603/component/file_3385596/content","https://scholar.google.com/scholar?q=related:DGzfMA8lN2MJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
86,"C Midgley, S Thai, P Lockwood…","When every day is a high school reunion: Social media comparisons and self-esteem.",2021,"Journal of Personality …","psycnet.apa.org","https://psycnet.apa.org/journals/psp/121/2/285/","https://scholar.google.com/scholar?cites=14930653438370128944&as_sdt=2005&sciodt=0,5&hl=en",10,"2023-08-22 17:35:37","","","","",,,,,86,43.00,22,4,2,"Although past research has shown that social comparisons made through social media contribute to negative outcomes, little is known about the nature of these comparisons …","https://dam-oclc.bac-lac.gc.ca/download?is_thesis=1&oclc_number=1334506611&id=7e19fce6-68aa-406d-a527-72f97da23b69&fileName=Midgley_Claire_201906_PhD_thesis.pdf","https://scholar.google.com/scholar?q=related:MCSEOjJWNM8J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
