Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
716,"PS Forscher, CK Lai, JR Axt, CR Ebersole…","A meta-analysis of procedures to change implicit measures.",2019,"… personality and social …","psycnet.apa.org","https://psycnet.apa.org/record/2019-31306-001","https://scholar.google.com/scholar?cites=3258490864008110900&as_sdt=2005&sciodt=0,5&hl=en",1,"2023-08-22 16:33:57","","","","",,,,,716,179.00,143,5,4,"Using a novel technique known as network meta-analysis, we synthesized evidence from 492 studies (87,418 participants) to investigate the effectiveness of procedures in changing …","https://psycnet.apa.org/manuscript/2019-31306-001.pdf","https://scholar.google.com/scholar?q=related:NCMPNS18OC0J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
320,"L Caviola, JAC Everett, NS Faber","The moral standing of animals: Towards a psychology of speciesism.",2019,"Journal of personality and …","psycnet.apa.org","https://psycnet.apa.org/record/2018-09974-001","https://scholar.google.com/scholar?cites=84489279701773322&as_sdt=2005&sciodt=0,5&hl=en",2,"2023-08-22 16:33:57","","","","",,,,,320,80.00,107,3,4,"We introduce and investigate the philosophical concept of 'speciesism'—the assignment of different moral worth based on species membership—as a psychological construct. In five …","https://ora.ox.ac.uk/objects/uuid:2feadf1a-8d3f-4030-946e-a524495b385a/download_file?file_format=pdf&hyrax_fileset_id=me23b4d171269b3737c8cd72fad615498&safe_filename=Caviola%2C%2BEverett%2Band%2BFaber%2B%282018%29%2BSpeciesism%2BJPSP%2BPre-Print.pdf&type_of_work=Journal+article","https://scholar.google.com/scholar?q=related:CuzzX40qLAEJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
252,"RI Damian, M Spengler, A Sutu…","Sixteen going on sixty-six: A longitudinal study of personality stability and change across 50 years.",2019,"… of Personality and Social …","psycnet.apa.org","https://psycnet.apa.org/record/2018-39707-001","https://scholar.google.com/scholar?cites=18138680588499734941&as_sdt=2005&sciodt=0,5&hl=en",3,"2023-08-22 16:33:57","","","","",,,,,252,63.00,63,4,4,"How much do people's personalities change or remain stable from high school to retirement? To address these questions, we used a large US sample (N= 1,795) that …","https://psyarxiv.com/dmq5g/download","https://scholar.google.com/scholar?q=related:ndHMc-SJufsJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
198,"JJA Denissen, M Luhmann, JM Chung…","Transactions between life events and personality traits across the adult lifespan.",2019,"… and Social Psychology","psycnet.apa.org","https://psycnet.apa.org/journals/psp/116/4/612/","https://scholar.google.com/scholar?cites=4738461520111753751&as_sdt=2005&sciodt=0,5&hl=en",4,"2023-08-22 16:33:57","","","","",,,,,198,49.50,50,4,4,"Life events refer to status changes in important demographic variables, such as employment or marital status. Life events offer an interesting opportunity for studying transactions …","","https://scholar.google.com/scholar?q=related:F1oeqKVlwkEJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
176,"AM Tackman, DA Sbarra, AL Carey…","Depression, negative emotionality, and self-referential language: A multi-lab, multi-measure, and multi-language-task research synthesis.",2019,"… personality and social …","psycnet.apa.org","https://psycnet.apa.org/record/2018-09035-001","https://scholar.google.com/scholar?cites=14766205804444951175&as_sdt=2005&sciodt=0,5&hl=en",5,"2023-08-22 16:33:57","","","","",,,,,176,44.00,44,4,4,"Depressive symptomatology is manifested in greater first-person singular pronoun use (ie, I-talk), but when and for whom this effect is most apparent, and the extent to which it is specific …","https://osf.io/27r94/download","https://scholar.google.com/scholar?q=related:h6JAxvEZ7MwJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
127,"NW Hudson, DA Briley, WJ Chopik…","You have to follow through: Attaining behavioral change goals predicts volitional personality change.",2019,"… of Personality and Social …","psycnet.apa.org","https://psycnet.apa.org/record/2018-53132-001","https://scholar.google.com/scholar?cites=13059441683010162754&as_sdt=2005&sciodt=0,5&hl=en",6,"2023-08-22 16:33:57","","","","",,,,,127,31.75,32,4,4,"Prior research has found that people's desires to change their personality traits predict corresponding subsequent trait growth over time. However, few studies have examined the …","https://www.nathanwhudson.com/vita/pdf/Hudson%20et%20al.,%202019a.pdf","https://scholar.google.com/scholar?q=related:QhDA0AR1PLUJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
118,"A Muise, C Harasymchuk, LC Day…","Broadening your horizons: Self-expanding activities promote desire and satisfaction in established romantic relationships.",2019,"Journal of Personality …","psycnet.apa.org","https://psycnet.apa.org/journals/psp/116/2/237/","https://scholar.google.com/scholar?cites=17013427183783984939&as_sdt=2005&sciodt=0,5&hl=en",7,"2023-08-22 16:33:57","","","","",,,,,118,29.50,30,4,4,"In the early stages of romantic relationships, sexual desire is often intense, but over time, as partners get to know each other, desire tends to decline. Low sexual desire has negative …","https://www.amymuise.com/s/Broadening-your-horizon-one-day-at-a-time-Relationship-goals-and-exciting-activities-as-daily-antece.pdf","https://scholar.google.com/scholar?q=related:Kz9r9eHVG-wJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
127,"R Mõttus, J Sinick, A Terracciano…","Personality characteristics below facets: A replication and meta-analysis of cross-rater agreement, rank-order stability, heritability, and utility of personality nuances.",2019,"… personality and social …","psycnet.apa.org","https://psycnet.apa.org/record/2018-35082-001","https://scholar.google.com/scholar?cites=13452744537924764662&as_sdt=2005&sciodt=0,5&hl=en",8,"2023-08-22 16:33:57","","","","",,,,,127,31.75,32,4,4,"Mõttus and colleagues (2017) reported evidence that the unique variance in specific personality characteristics captured by single descriptive items often displayed trait-like …","https://psycnet.apa.org/manuscript/2018-35082-001.pdf","https://scholar.google.com/scholar?q=related:9gMVreG_sboJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
118,"M Feinberg, C Kovacheff, R Teper…","Understanding the process of moralization: How eating meat becomes a moral issue.",2019,"… of personality and social …","psycnet.apa.org","https://psycnet.apa.org/record/2019-12806-001","https://scholar.google.com/scholar?cites=14316538856026635075&as_sdt=2005&sciodt=0,5&hl=en",9,"2023-08-22 16:33:57","","","","",,,,,118,29.50,30,4,4,"A large literature demonstrates that moral convictions guide many of our thoughts, behaviors, and social interactions. Yet, we know little about how these moral convictions …","https://yoelinbar.nfshost.com/papers/moralization.pdf","https://scholar.google.com/scholar?q=related:Q3uLvjyQrsYJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
112,"A Hahn, B Gawronski","Facing one's implicit biases: From awareness to acknowledgment.",2019,"… of personality and social psychology","psycnet.apa.org","https://psycnet.apa.org/record/2018-53597-001","https://scholar.google.com/scholar?cites=8604995502743913402&as_sdt=2005&sciodt=0,5&hl=en",10,"2023-08-22 16:33:57","","","","",,,,,112,28.00,56,2,4,"Expanding on conflicting theoretical conceptualizations of implicit bias, 6 studies tested the effectiveness of different procedures to increase acknowledgment of harboring biases …","https://core.ac.uk/download/pdf/327082414.pdf","https://scholar.google.com/scholar?q=related:uoPiitEVa3cJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
