Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
741,"Y Wang, M Kosinski","Deep neural networks are more accurate than humans at detecting sexual orientation from facial images.",2018,"Journal of personality and social psychology","psycnet.apa.org","https://psycnet.apa.org/record/2018-03783-002","https://scholar.google.com/scholar?cites=7847139374969342730&as_sdt=2005&sciodt=0,5&hl=en",1,"2023-08-22 16:14:40","","","","",,,,,741,148.20,371,2,5,"We show that faces contain much more information about sexual orientation than can be perceived or interpreted by the human brain. We used deep neural networks to extract …","https://psyarxiv.com/hv28a/download?format=pdf","https://scholar.google.com/scholar?q=related:CksHhK-j5mwJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
320,"WC Williams, SA Morelli, DC Ong, ...","Interpersonal emotion regulation: Implications for affiliation, perceived support, relationships, and well-being.",2018,"Journal of personality and …","psycnet.apa.org","https://psycnet.apa.org/record/2018-20533-001","https://scholar.google.com/scholar?cites=14344295351683918677&as_sdt=2005&sciodt=0,5&hl=en",2,"2023-08-22 16:14:40","","","","",,,,,320,64.00,80,4,5,"Abstract [Correction Notice: An Erratum for this article was reported in Vol 115 (4) of Journal of Personality and Social Psychology (see record 2018-45703-004). In the article, there …","https://www.researchgate.net/profile/W-Williams/publication/323019716_Interpersonal_Emotion_Regulation_Implications_for_Affiliation_Perceived_Support_Relationships_and_Well-Being/links/5b6c688992851ca65053c6e6/Interpersonal-Emotion-Regulation-Implications-for-Affiliation-Perceived-Support-Relationships-and-Well-Being.pdf","https://scholar.google.com/scholar?q=related:VStofp8sEccJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
275,"V Yzerbyt, D Muller, C Batailler, ...","New recommendations for testing indirect effects in mediational models: The need to report and test component paths.",2018,"Journal of personality and …","psycnet.apa.org","https://psycnet.apa.org/record/2018-63189-001","https://scholar.google.com/scholar?cites=2276570016279558778&as_sdt=2005&sciodt=0,5&hl=en",3,"2023-08-22 16:14:40","","","","",,,,,275,55.00,69,4,5,"In light of current concerns with replicability and reporting false-positive effects in psychology, we examine Type I errors and power associated with 2 distinct approaches for …","https://www.academia.edu/download/89342032/0439fa907add986636dd74e559626d049868.pdf","https://scholar.google.com/scholar?q=related:evqlNl4AmB8J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
277,"JE Stellar, A Gordon, CL Anderson, PK Piff, ...","Awe and humility.",2018,"… personality and social …","psycnet.apa.org","https://psycnet.apa.org/record/2017-37794-001","https://scholar.google.com/scholar?cites=13712207287416613530&as_sdt=2005&sciodt=0,5&hl=en",4,"2023-08-22 16:14:40","","","","",,,,,277,55.40,55,5,5,"Humility is a foundational virtue that counters selfish inclinations such as entitlement, arrogance, and narcissism (Tangney, 2000). We hypothesize that experiences of awe …","https://www.academia.edu/download/78318564/2018-Awe-and-Humility.pdf","https://scholar.google.com/scholar?q=related:mmr9pOCLS74J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
246,"BQ Ford, P Lam, OP John, IB Mauss","The psychological health benefits of accepting negative emotions and thoughts: Laboratory, diary, and longitudinal evidence.",2018,"Journal of personality and …","psycnet.apa.org","https://psycnet.apa.org/record/2017-30458-001","https://scholar.google.com/scholar?cites=14593523349855324516&as_sdt=2005&sciodt=0,5&hl=en",5,"2023-08-22 16:14:40","","","","",,,,,246,49.20,62,4,5,"Individuals differ in the degree to which they tend to habitually accept their emotions and thoughts without judging them—a process here referred to as habitual acceptance …","https://psycnet.apa.org/manuscript/2017-30458-001.pdf","https://scholar.google.com/scholar?q=related:ZMl-uSqchsoJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
223,"D Webber, M Babush, N Schori-Eyal, ...","The road to extremism: Field and experimental evidence that significance loss-induced need for closure fosters radicalization.",2018,"… personality and social …","psycnet.apa.org","https://psycnet.apa.org/record/2017-38606-001","https://scholar.google.com/scholar?cites=16052672305520870175&as_sdt=2005&sciodt=0,5&hl=en",6,"2023-08-22 16:14:40","","","","",,,,,223,44.60,56,4,5,"The present studies examined the hypothesis that loss of personal significance fuels extremism via the need for cognitive closure. Situations of significance loss—those that …","https://psycnet.apa.org/manuscript/2017-38606-001.pdf","https://scholar.google.com/scholar?q=related:H4NSQmmMxt4J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
219,"T Eyal, M Steffel, N Epley","Perspective mistaking: Accurately understanding the mind of another requires getting perspective, not taking perspective.",2018,"… of personality and social psychology","psycnet.apa.org","https://psycnet.apa.org/journals/psp/114/4/547/","https://scholar.google.com/scholar?cites=14281161442162965035&as_sdt=2005&sciodt=0,5&hl=en",7,"2023-08-22 16:14:40","","","","",,,,,219,43.80,73,3,5,"Taking another person's perspective is widely presumed to increase interpersonal understanding. Very few experiments, however, have actually tested whether perspective …","https://www.marysteffel.com/s/Eyal-Steffel-and-Epley-2018-Perspective-Mistaking.pdf","https://scholar.google.com/scholar?q=related:K_ogtKrgMMYJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
197,"U Orth","The family environment in early childhood has a long-term effect on self-esteem: A longitudinal study from birth to age 27 years.",2018,"Journal of personality and social psychology","psycnet.apa.org","https://psycnet.apa.org/journals/psp/114/4/637/","https://scholar.google.com/scholar?cites=13147394831088912113&as_sdt=2005&sciodt=0,5&hl=en",8,"2023-08-22 16:14:40","","","","",,,,,197,39.40,197,1,5,"A better understanding is needed of the factors that shape the development of individual differences in self-esteem. Using a prospective longitudinal design, this research tested …","https://boris.unibe.ch/114510/2/Orth%202018%20JPSP.pdf","https://scholar.google.com/scholar?q=related:8Ybc5PDtdLYJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
186,"JP Brienza, FYH Kung, HC Santos, ...","Wisdom, bias, and balance: Toward a process-sensitive measurement of wisdom-related cognition.",2018,"Journal of Personality …","psycnet.apa.org","https://psycnet.apa.org/record/2017-42043-001","https://scholar.google.com/scholar?cites=5892218248409496015&as_sdt=2005&sciodt=0,5&hl=en",9,"2023-08-22 16:14:40","","","","",,,,,186,37.20,47,4,5,"Abstract [Correction Notice: An Erratum for this article was reported in Vol 115 (6) of Journal of Personality and Social Psychology (see record 2018-63189-002). In the article, the …","https://psyarxiv.com/p25c2/download?format=pdf","https://scholar.google.com/scholar?q=related:z7mFU0ddxVEJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
178,"EK Lindsay, B Chin, CM Greco, S Young, ...","How mindfulness training promotes positive emotions: Dismantling acceptance skills training in two randomized controlled trials.",2018,"… personality and social …","psycnet.apa.org","https://psycnet.apa.org/record/2018-63189-003","https://scholar.google.com/scholar?cites=13323450272337701828&as_sdt=2005&sciodt=0,5&hl=en",10,"2023-08-22 16:14:40","","","","",,,,,178,35.60,36,5,5,"Mindfulness meditation interventions—which train skills in monitoring present-moment experiences with a lens of acceptance—have shown promise for increasing positive …","https://psycnet.apa.org/manuscript/2018-63189-003.pdf","https://scholar.google.com/scholar?q=related:xCtFmW5n5rgJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
